A,B,C,D
a4182,b528,c3887,d4176
a456,b2281,c1015,d2546
a2004,b533,c2520,d3312
a1029,b2920,c3463,d1007
a2560,b1015,c3489,d3731
a2908,b758,c225,d653
a2249,b1428,c4659,d429
a216,b2725,c621,d123
a2133,b2287,c2775,d1416
a92,b871,c231,d2991
a3605,b997,c4597,d723
a1165,b3767,c1494,d2748
a3974,b533,c1403,d1622
a712,b1299,c950,d179
a1679,b878,c2898,d4387
a2031,b3009,c942,d3386
a54,b2118,c2131,d1563
a2231,b1786,c2171,d2801
a4498,b1718,c3612,d636
a2119,b3300,c3206,d3508
a2175,b943,c2731,d3576
a2309,b3311,c2848,d2317
a3755,b722,c3870,d1576
a3696,b2953,c4106,d4344
a628,b1813,c1184,d1530
a2451,b2036,c3519,d648
a2655,b1544,c4297,d4059
a3376,b820,c1423,d2331
a55,b3764,c1411,d1570
a315,b3656,c1880,d1366
a237,b2021,c293,d2134
a1117,b56,c3840,d2440
a3773,b895,c359,d1066
a802,b2559,c2948,d2568
a3529,b1176,c3032,d2061
a831,b2741,c838,d4192
a1776,b1125,c3950,d2378
a2378,b400,c349,d779
a1967,b3598,c2699,d3832
a3945,b2885,c4289,d3959
a1641,b2275,c3840,d2273
a623,b372,c2757,d2644
a1513,b216,c1063,d2588
a280,b516,c3236,d3825
a4153,b199,c1693,d919
a3831,b2687,c4092,d3930
a345,b3067,c2313,d3496
a3714,b1758,c3522,d2015
a107,b3339,c1854,d1323
a3672,b3131,c2918,d106
a3629,b1680,c59,d4081
a2778,b3681,c782,d3000
a495,b2933,c4027,d3783
a3065,b1775,c142,d1495
a1503,b2798,c3695,d192
a3258,b484,c3112,d2259
a2885,b833,c1563,d2334
a137,b1359,c716,d24
a3210,b3017,c101,d1302
a3659,b3586,c1722,d2057
a138,b2199,c1246,d3071
a1167,b1213,c768,d2407
a4711,b3509,c1869,d2047
a2309,b2120,c2564,d405
a2789,b90,c296,d61
a4082,b2786,c534,d3922
a1373,b3400,c3668,d3987
a3455,b971,c2403,d2785
a3172,b1471,c1071,d2974
a1664,b3360,c4387,d3967
a2466,b1826,c3400,d3906
a1821,b2708,c1952,d3995
a2142,b3327,c1070,d4151
a2159,b227,c360,d699
a229,b1710,c1264,d4419
a1719,b1593,c247,d2753
a575,b2080,c2984,d1825
a4241,b756,c4086,d2444
a4617,b632,c130,d1303
a3272,b3758,c3809,d2776
a4198,b3594,c2895,d1372
a4551,b2143,c4414,d1730
a2974,b1869,c1157,d393
a2603,b834,c4080,d782
a2486,b18,c3808,d4017
a3141,b833,c1635,d42
a4771,b773,c55,d3694
a4847,b2576,c902,d940
a4269,b2283,c1362,d719
a2809,b674,c1023,d4252
a2563,b2137,c400,d3611
a1018,b2273,c3211,d1283
a4343,b522,c3423,d1769
a3578,b2204,c3053,d3396
a2844,b1390,c110,d4359
a2472,b2561,c3714,d27
a2638,b2587,c65,d2998
a3171,b855,c1404,d1058
a4394,b2507,c983,d990
a1630,b950,c2771,d1660
a1393,b1465,c492,d3374
a3670,b124,c4349,d1006
a4567,b2295,c1245,d3351
a4145,b2324,c1209,d4021
a3097,b859,c974,d4186
a1502,b3287,c1582,d1003
a3037,b80,c1955,d3652
a2600,b354,c4061,d2796
a1107,b438,c3668,d2258
a2262,b1469,c3714,d352
a727,b3174,c4092,d1295
a1576,b2876,c3108,d3682
a1245,b3008,c2813,d1438
a4207,b2328,c4506,d3910
a4488,b3752,c3666,d4349
a2510,b1319,c2812,d1016
a3062,b725,c1207,d271
a2889,b685,c4421,d2491
a2476,b2935,c2786,d2216
a2690,b3644,c4008,d2384
a4264,b3059,c434,d2218
a882,b3632,c1378,d3833
a3072,b2228,c3549,d1438
a2030,b1825,c3760,d1268
a1535,b675,c4705,d2836
a2135,b1977,c3586,d1042
a239,b140,c520,d1555
a15,b1723,c1981,d2334
a2700,b325,c4245,d3147
a4591,b2363,c2182,d641
a812,b364,c2174,d2023
a2848,b1533,c3167,d4010
a4359,b1940,c1661,d2086
a1408,b2339,c2444,d1660
a1045,b100,c3176,d243
a3660,b2506,c108,d2466
a139,b723,c3124,d1099
a1621,b1188,c1249,d4183
a2934,b2596,c3343,d2477
a3776,b2162,c1528,d2085
a750,b1402,c689,d1253
a2914,b1066,c1628,d2579
a561,b946,c3852,d2935
a2296,b2195,c483,d597
a921,b1983,c1426,d3819
a3223,b3105,c924,d987
a3393,b337,c2388,d4223
a4087,b1547,c4639,d3089
a450,b2641,c508,d3225
a1315,b3117,c2065,d316
a1924,b1988,c4382,d4095
a1809,b2860,c394,d3589
a471,b2430,c2059,d966
a2282,b2028,c4758,d3574
a4358,b3221,c3134,d3546
a3416,b2376,c1432,d975
a2255,b2737,c1930,d1306
a224,b1943,c2120,d2457
a741,b3037,c829,d3598
a4309,b506,c4744,d234
a888,b804,c3706,d4059
a1159,b2623,c4222,d3582
a1918,b2049,c3002,d2224
a4898,b2863,c1061,d2057
a2001,b3037,c3965,d1187
a3522,b2102,c4709,d3230
a1420,b1753,c2545,d4285
a3183,b1011,c3291,d1497
a3708,b2528,c79,d712
a829,b1194,c1152,d1035
a2915,b3123,c2123,d1163
a3265,b2670,c3404,d1208
a4870,b3286,c1110,d243
a1246,b3389,c2809,d1561
a1818,b1936,c2679,d3164
a3687,b1247,c1362,d253
a256,b2825,c3518,d4391
a471,b2178,c4342,d989
a4248,b3342,c3698,d3507
a1410,b327,c3699,d3107
a799,b110,c287,d3198
a2677,b1746,c460,d2247
a2034,b3549,c2180,d4178
a4447,b1357,c3226,d1903
a4834,b819,c3776,d3524
a1167,b3482,c3592,d3789
a452,b3516,c868,d3764
a2381,b548,c1781,d3192
a4802,b3539,c1,d1739
a1706,b3322,c1911,d1146
a2338,b2754,c1543,d2975
a730,b246,c3680,d4031
a439,b3534,c1088,d167
a3751,b408,c3279,d1360
a1990,b1502,c1109,d3155
a2797,b2300,c3324,d1502
a147,b3615,c2400,d2389
a4310,b3194,c2276,d394
a492,b840,c1613,d3574
a4842,b2204,c3297,d191
a3717,b3273,c3021,d3887
a2558,b196,c1050,d592
a975,b823,c3754,d339
a2254,b2782,c3399,d1211
a4324,b3602,c844,d1572
a4033,b1850,c3120,d3784
a3040,b2155,c4199,d501
a1561,b2842,c3867,d1675
a4140,b2419,c2383,d939
a1929,b2169,c2141,d1891
a4572,b3779,c2989,d1410
a3653,b2164,c2296,d2494
a2656,b2992,c3038,d4071
a3751,b2436,c68,d88
a1079,b3429,c2318,d3395
a3232,b2641,c4191,d448
a1881,b2632,c3718,d27
a976,b1678,c2407,d2004
a2107,b276,c4135,d787
a4362,b391,c2464,d216
a3009,b2798,c2408,d712
a2567,b2903,c1196,d3285
a4421,b1717,c2129,d318
a4183,b1961,c722,d600
a1896,b134,c964,d1334
a3937,b245,c1060,d266
a2253,b2316,c705,d1041
a1681,b2635,c1313,d1845
a1782,b372,c3867,d2364
a4038,b3430,c2272,d3918
a4395,b2066,c2,d2617
a660,b3484,c3588,d4167
a1466,b3481,c585,d4122
a4902,b1623,c445,d328
a1564,b559,c1907,d1635
a2695,b2561,c1522,d2991
a578,b848,c468,d3666
a4589,b828,c1916,d3591
a2468,b698,c2224,d2281
a4475,b2954,c1611,d1258
a4467,b795,c2936,d1002
a3868,b2266,c1993,d523
a2662,b544,c775,d3381
a2157,b2226,c4086,d993
a2739,b2153,c1896,d1155
a411,b1275,c2235,d898
a550,b3668,c3647,d4160
a1904,b1492,c1236,d4426
a3045,b2942,c25,d2358
a4789,b1932,c1454,d3364
a878,b391,c3970,d2588
a648,b1547,c3041,d4013
a4640,b1500,c2340,d3840
a1785,b3493,c3079,d1480
a3953,b1180,c3686,d2583
a1434,b3369,c2974,d3577
a1762,b2647,c3901,d515
a2229,b3308,c3315,d346
a2060,b3161,c4467,d1351
a4020,b640,c1770,d2041
a2267,b233,c696,d668
a345,b3151,c3582,d3545
a3204,b482,c1461,d761
a4237,b2526,c4291,d2174
a4097,b1905,c3716,d2800
a763,b3601,c2821,d1000
a4092,b163,c4726,d1177
a4202,b1472,c983,d1925
a1867,b3568,c3278,d1659
a1079,b781,c1778,d166
a3033,b1772,c4028,d2312
a4670,b2116,c1657,d3080
a2613,b556,c2229,d1256
a4127,b3418,c1722,d4174
a3936,b3460,c1377,d205
a438,b2488,c4686,d594
a1277,b3221,c88,d4390
a1215,b2711,c3366,d1805
a3462,b1490,c3475,d2591
a1952,b2279,c179,d3050
a4351,b572,c3195,d4035
a1147,b2803,c1447,d369
a591,b3612,c1182,d1139
a2232,b1883,c413,d4086
a4766,b249,c2134,d2809
a3160,b879,c4694,d4379
a3934,b837,c1021,d1668
a756,b2116,c1228,d1504
a3553,b172,c2518,d868
a4650,b1618,c1213,d2886
a2445,b1732,c1115,d2594
a3039,b2673,c1275,d3697
a4835,b958,c4592,d2009
a1864,b1122,c3706,d1220
a1224,b904,c235,d134
a4531,b1130,c2251,d3977
a4262,b3017,c887,d2454
a2201,b1569,c4517,d1777
a4873,b2251,c2172,d2154
a676,b3479,c3520,d515
a1248,b1149,c1545,d3286
a3831,b1506,c1255,d1195
a4311,b1636,c1049,d3271
a2244,b2776,c3295,d135
a794,b1112,c3851,d3656
a4649,b2688,c1997,d2515
a2965,b814,c3086,d842
a2455,b3654,c327,d1277
a4528,b3005,c3968,d199
a4386,b2696,c1066,d1550
a3888,b128,c2994,d625
a4168,b961,c1988,d120
a2799,b17,c1853,d3340
a1673,b1757,c3738,d63
a3156,b1273,c275,d1476
a4416,b2166,c2818,d3413
a2331,b859,c1658,d3069
a2781,b3084,c4749,d3350
a1968,b3103,c2119,d4427
a50,b3155,c2561,d257
a2037,b425,c4621,d2651
a4293,b434,c1058,d374
a1916,b1091,c2796,d1480
a3439,b3082,c3249,d1849
a415,b2485,c1356,d3879
a597,b2450,c3346,d2538
a4096,b246,c2869,d3072
a2675,b2530,c87,d3745
a880,b2057,c2224,d612
a4280,b3132,c4354,d179
a2220,b1931,c3995,d2173
a993,b362,c2238,d2584
a1296,b68,c3751,d2031
a2520,b3431,c4049,d2765
a2816,b1593,c2099,d2700
a1870,b1813,c4254,d1993
a1722,b930,c3548,d1912
a4216,b1387,c56,d2969
a1684,b2210,c2796,d928
a3489,b438,c4367,d4196
a3294,b3773,c238,d1677
a2689,b1953,c111,d3293
a3117,b2036,c128,d4312
a1111,b3173,c4444,d2773
a1445,b575,c4185,d1277
a539,b555,c4292,d606
a2510,b2464,c2548,d3267
a4298,b1468,c743,d4005
a682,b2627,c546,d2944
a4405,b2978,c3532,d3922
a1676,b3460,c3057,d3878
a3570,b596,c872,d2444
a1094,b219,c2046,d2092
a280,b1278,c2430,d4154
a3332,b2120,c4652,d4248
a3781,b1575,c548,d2252
a1614,b2580,c797,d3990
a2515,b1956,c1014,d4108
a2338,b1836,c2896,d1248
a2953,b3394,c4259,d1736
a4154,b1341,c95,d2081
a3012,b1360,c4539,d2901
a3112,b3326,c956,d910
a2347,b2737,c1348,d1902
a2226,b285,c406,d3218
a1410,b393,c1383,d2100
a2086,b919,c3691,d194
a4718,b3687,c1628,d1516
a2324,b1729,c685,d3969
a1082,b3591,c1814,d39
a2714,b1198,c1943,d3762
a4838,b3296,c3993,d2973
a1892,b1305,c1764,d47
a2880,b502,c191,d4173
a4612,b656,c4251,d1095
a1843,b2293,c274,d1450
a2750,b1923,c4262,d1051
a1488,b2737,c4213,d2788
a912,b1966,c2291,d2193
a607,b1516,c860,d461
a4527,b276,c2560,d3415
a3714,b2047,c3942,d2149
a18,b3461,c2985,d330
a1310,b591,c389,d857
a445,b2964,c1096,d1151
a3864,b2889,c1002,d3360
a3368,b2146,c1346,d1898
a4638,b3414,c3412,d761
a1074,b3527,c3917,d3327
a3010,b97,c1078,d2407
a2930,b3673,c2336,d3869
a191,b60,c4290,d3754
a4544,b927,c1943,d3418
a1875,b550,c4107,d4389
a831,b2582,c354,d178
a2960,b3169,c4569,d1019
a486,b2302,c2559,d2393
a3786,b999,c3478,d4117
a992,b2275,c4547,d3034
a1500,b2930,c1969,d1516
a4570,b1314,c3474,d3988
a2663,b628,c3190,d907
a4645,b1495,c2316,d3500
a129,b2723,c844,d1023
a2695,b2793,c238,d3738
a3287,b283,c2075,d135
a182,b2202,c2268,d3369
a2477,b2236,c4407,d2526
a3240,b3260,c2774,d4041
a137,b1850,c1452,d4022
a152,b1892,c1846,d2922
a1970,b747,c1952,d4378
a2483,b3660,c2612,d785
a2768,b3675,c4407,d4407
a17,b2463,c18,d4090
a610,b1061,c4768,d2114
a1709,b1905,c1722,d2087
a2515,b281,c4532,d3933
a3480,b1778,c741,d3901
a3951,b406,c2289,d1835
a859,b976,c3623,d2793
a4621,b3126,c4734,d1365
a4135,b1376,c2068,d2406
a3200,b2754,c1976,d1699
a2090,b1443,c3787,d4268
a2395,b59,c1970,d966
a4175,b2287,c4327,d1975
a3897,b2765,c19,d693
a2504,b1166,c4031,d4397
a3695,b1165,c853,d846
a4735,b2980,c3499,d3689
a3023,b1418,c703,d2025
a914,b2131,c3506,d3442
a2927,b2560,c1263,d1958
a3959,b1593,c2219,d3819
a3456,b566,c2946,d3925
a2712,b1299,c955,d1479
a2710,b408,c4505,d189
a1400,b1400,c3349,d707
a2504,b97,c2145,d3104
a668,b3090,c4504,d331
a4585,b3541,c1577,d3280
a1805,b3384,c1070,d3812
a2957,b1236,c3585,d2223
a605,b2810,c223,d1425
a4189,b2249,c70,d1042
a4159,b1473,c1437,d386
a900,b2085,c2723,d4184
a3108,b3236,c2426,d3604
a157,b2316,c130,d1344
a921,b2565,c1864,d622
a4156,b1078,c3602,d3829
a1416,b1537,c662,d2921
a1574,b1334,c24,d3792
a3790,b1753,c1836,d3557
a2008,b1087,c53,d1053
a1983,b3697,c1895,d2612
a1289,b154,c2684,d2392
a414,b2167,c1243,d2940
a1221,b1678,c3416,d560
a2732,b1863,c4359,d2636
a2502,b749,c3541,d1178
a2428,b1530,c651,d548
a841,b536,c1605,d378
a3979,b2805,c3790,d4356
a635,b137,c332,d4348
a1428,b1974,c380,d3146
a1221,b3681,c1372,d2699
a507,b737,c1725,d2249
a1820,b1709,c990,d1985
a2008,b2663,c958,d1288
a693,b1504,c1847,d3181
a454,b1093,c1547,d2502
a4808,b2157,c2559,d1364
a3294,b3521,c2612,d2669
a83,b149,c4371,d4064
a3700,b3466,c524,d966
a1182,b1800,c3947,d3369
a3140,b2435,c2476,d2450
a901,b37,c4270,d889
a2390,b968,c2057,d1739
a156,b1409,c4499,d1683
a3418,b3482,c3123,d1296
a3774,b910,c417,d353
a2312,b3206,c1320,d3421
a4558,b2250,c442,d3768
a3144,b1087,c1160,d1715
a4599,b1547,c4088,d2350
a3585,b1401,c1155,d2125
a297,b3766,c28,d3587
a2564,b830,c590,d513
a4144,b188,c324,d2954
a904,b1123,c2381,d806
a2839,b1479,c226,d1386
a4722,b3641,c709,d3682
a3040,b650,c4673,d2918
a1337,b1255,c2260,d1880
a1092,b2216,c365,d2104
a4730,b2041,c751,d1783
a1123,b2156,c1629,d1795
a4440,b1397,c1934,d2527
a4350,b298,c1865,d1340
a4044,b182,c3094,d741
a1945,b737,c3914,d39
a4850,b1658,c494,d703
a3148,b2169,c1403,d3290
a823,b503,c3025,d1979
a181,b3085,c1670,d2925
a423,b2771,c835,d2271
a1906,b1370,c489,d2529
a4547,b1217,c23,d52
a535,b1069,c1264,d3033
a388,b397,c1170,d1607
a4016,b436,c3809,d2963
a4872,b2170,c984,d1899
a1151,b2718,c3856,d3311
a4554,b3077,c4765,d397
a2854,b29,c987,d1534
a2507,b2538,c4590,d1980
a725,b3289,c2330,d4404
a3463,b1590,c2649,d2832
a4607,b3153,c1675,d959
a450,b2629,c1838,d4199
a2150,b3717,c2977,d3826
a929,b2435,c2415,d573
a4666,b175,c2533,d1899
a1305,b1340,c2144,d2793
a3207,b2825,c2046,d500
a4116,b1265,c4292,d942
a1790,b254,c1232,d2846
a3779,b3224,c3375,d1638
a3360,b934,c1695,d1251
a100,b2076,c3558,d2019
a3393,b638,c4433,d733
a3942,b3616,c3693,d1476
a615,b1825,c2078,d1235
a326,b1950,c179,d1329
a966,b2335,c4500,d804
a1505,b50,c372,d3588
a3980,b10,c2996,d2369
a1494,b163,c155,d1653
a4693,b1567,c1473,d3346
a353,b815,c4286,d2565
a559,b3777,c2956,d3319
a662,b2507,c1761,d4161
a2191,b3731,c2998,d1937
a3326,b1334,c2587,d3459
a4402,b398,c3473,d1491
a148,b1869,c484,d973
a2124,b2516,c1776,d1017
a286,b780,c1552,d726
a965,b2784,c2178,d3288
a3196,b1139,c757,d3912
a2553,b1215,c4206,d2829
a2118,b1236,c4762,d2270
a1785,b3131,c141,d2409
a3158,b1964,c4457,d2221
a2809,b1196,c2458,d2896
a3323,b2878,c4605,d3940
a2160,b3107,c4474,d2348
a2964,b1166,c2933,d2608
a3702,b3338,c540,d4410
a2169,b3468,c766,d2701
a1347,b3174,c1018,d304
a1812,b1866,c2586,d4084
a4770,b2733,c768,d1475
a3998,b1967,c36,d2009
a4217,b1040,c2720,d1859
a4878,b2660,c1265,d2601
a3497,b1404,c370,d2956
a1126,b1431,c1275,d2260
a795,b3190,c1656,d1332
a4862,b381,c464,d1690
a1978,b3077,c3207,d4367
a4245,b1428,c1961,d165
a460,b3603,c2654,d4140
a1203,b849,c3763,d869
a1095,b1667,c3206,d3368
a1578,b3629,c3889,d2971
a1375,b2487,c596,d2953
a1024,b2903,c4584,d2376
a4483,b172,c2379,d2895
a693,b634,c4727,d2523
a4119,b1434,c4536,d2372
a3162,b2831,c4366,d1102
a3253,b1396,c1899,d4115
a4510,b2421,c373,d3206
a3186,b1179,c2910,d426
a4172,b3460,c2679,d1325
a2159,b1821,c1494,d3725
a3737,b3683,c2768,d3852
a2065,b121,c2703,d2053
a1147,b3077,c493,d3031
a3795,b1359,c3457,d3075
a3635,b40,c173,d191
a4860,b232,c2955,d1081
a4352,b2827,c2301,d870
a1636,b1885,c3918,d26
a4545,b691,c4599,d2578
a3266,b2299,c465,d1244
a3799,b1049,c1555,d3612
a19,b3407,c2424,d686
a3734,b2527,c2145,d1590
a4086,b3332,c2163,d1607
a3380,b1888,c2009,d3025
a3037,b1701,c2617,d4037
a3249,b1435,c312,d1473
a3120,b2689,c1898,d1134
a2218,b2749,c3368,d909
a2190,b1046,c2424,d2176
a1137,b2315,c4187,d741
a4545,b114,c1045,d4052
a2213,b2853,c2899,d3455
a2603,b2443,c2850,d2781
a3861,b1739,c1693,d3273
a2361,b2962,c2245,d853
a3456,b908,c2762,d936
a2271,b162,c3259,d530
a4513,b3236,c2556,d2392
a1321,b1597,c918,d365
a1794,b3353,c496,d3819
a2013,b2093,c244,d3831
a2328,b3631,c3918,d2021
a1476,b207,c508,d3315
a3346,b237,c2634,d149
a3317,b2139,c296,d3677
a396,b2822,c1817,d673
a3973,b1076,c981,d3747
a1859,b2014,c1494,d589
a3469,b1213,c4140,d4161
a2242,b624,c4198,d1047
a1407,b1768,c130,d790
a1334,b2606,c3706,d2822
a3886,b116,c4618,d2164
a1016,b1033,c1470,d992
a3068,b1298,c2045,d737
a873,b2064,c1532,d289
a3888,b2866,c2746,d3893
a1013,b2366,c2572,d3586
a3629,b3156,c4292,d987
a3922,b874,c2221,d1530
a3933,b582,c918,d3353
a4579,b1570,c2382,d538
a3106,b2002,c1645,d298
a712,b1197,c3051,d2863
a2644,b918,c365,d2803
a4085,b3737,c3555,d142
a3391,b1066,c190,d3411
a605,b2458,c407,d1294
a338,b942,c4301,d4204
a3841,b2618,c102,d3414
a3615,b655,c3336,d1441
a293,b2940,c1705,d3767
a3023,b692,c4287,d713
a2178,b1508,c3168,d3708
a3078,b3221,c1378,d828
a2726,b2396,c4743,d1329
a1237,b3442,c1249,d748
a1871,b505,c1291,d3381
a948,b1873,c4111,d4035
a4490,b1569,c1206,d3189
a3406,b46,c395,d4242
a2359,b3697,c2197,d556
a1623,b123,c3520,d647
a1275,b2927,c4302,d3403
a2661,b3082,c3238,d1345
a269,b1071,c1545,d2783
a2677,b2626,c4073,d3824
a3261,b2652,c2720,d4145
a680,b3529,c973,d3941
a456,b3164,c219,d3502
a1961,b2244,c3185,d1475
a1902,b374,c4579,d3100
a2869,b1977,c3932,d1246
a3908,b1982,c2588,d4429
a406,b1360,c3501,d3766
a4532,b2838,c2835,d1407
a2255,b1659,c2995,d3521
a4773,b700,c2909,d1129
a1838,b3666,c4493,d1467
a3385,b2418,c966,d4292
a1553,b688,c4447,d3816
a1662,b3118,c2456,d967
a137,b1760,c2902,d1171
a4656,b2642,c4253,d2
a3505,b2881,c2218,d4035
a4203,b2146,c1918,d3889
a4490,b3556,c1323,d3766
a351,b2409,c4180,d605
a3760,b2875,c228,d474
a4742,b3763,c2403,d2724
a3368,b135,c3609,d2947
a2028,b2950,c270,d1755
a3233,b2702,c3625,d16
a3752,b3265,c406,d3726
a4867,b1316,c4640,d1670
a3999,b1322,c368,d1438
a2840,b973,c795,d59
a2686,b2412,c998,d4401
a2969,b2704,c2555,d3009
a3064,b3523,c1009,d442
a3220,b209,c2390,d2482
a2196,b240,c1678,d568
a4518,b567,c3377,d2087
a83,b3064,c721,d4284
a3924,b2688,c4613,d4160
a3374,b141,c697,d2674
a3890,b842,c4771,d160
a2526,b3718,c4664,d577
a4162,b2552,c322,d2091
a327,b3698,c3987,d871
a2737,b2548,c3854,d2019
a4740,b1995,c298,d3066
a3369,b1490,c2108,d115
a4239,b1958,c250,d1261
a184,b1312,c670,d513
a4423,b1723,c942,d3298
a2338,b968,c2189,d2435
a1468,b2481,c486,d4019
a1536,b2281,c2895,d560
a2574,b891,c4665,d4316
a1753,b2043,c2824,d2591
a4808,b1522,c3679,d2586
a4826,b1247,c20,d4029
a3443,b232,c2375,d3029
a1162,b1776,c2223,d2467
a270,b387,c2589,d2106
a2435,b268,c2850,d3223
a3780,b3552,c1499,d3496
a1663,b3607,c4700,d1322
a2938,b2667,c2265,d4239
a549,b2951,c11,d2416
a4698,b113,c2775,d1013
a4368,b3656,c4759,d4354
a1526,b2681,c663,d310
a4285,b3451,c215,d366
a1315,b3448,c4014,d411
a2127,b3238,c1292,d1039
a3811,b1564,c697,d1035
a1342,b3629,c3190,d1970
a2997,b588,c1364,d4223
a199,b1303,c1957,d1903
a1043,b2371,c825,d3012
a694,b1540,c2539,d4270
a543,b753,c1028,d2630
a3913,b2615,c2965,d2748
a4630,b1107,c3957,d2650
a1588,b1554,c3378,d3779
a1831,b210,c1196,d1831
a2151,b587,c2577,d269
a3587,b1774,c1058,d830
a4418,b2567,c2653,d1208
a3220,b2969,c4106,d3466
a1927,b175,c3124,d4229
a4587,b1997,c1411,d2100
a2335,b2674,c312,d2794
a1628,b745,c1559,d4299
a1315,b1841,c1812,d1476
a4655,b2514,c2821,d4207
a2186,b2864,c2340,d4288
a651,b904,c2417,d509
a2980,b3640,c3065,d2973
a120,b3613,c4014,d3626
a1531,b1354,c2585,d3253
a1561,b402,c2622,d228
a2521,b3569,c3722,d4397
a4718,b1237,c3575,d2080
a860,b2282,c1731,d595
a264,b1753,c3194,d373
a1165,b1556,c3116,d732
a4906,b68,c2261,d216
a2306,b1370,c870,d3459
a1255,b1333,c326,d1857
a905,b2274,c2392,d549
a4489,b952,c1367,d4197
a87,b3770,c878,d821
a4273,b667,c1086,d1779
a725,b513,c3114,d3143
a655,b512,c975,d3565
a4749,b1103,c2738,d3301
a1765,b2245,c1822,d2173
a1562,b3656,c2002,d3800
a4556,b833,c3070,d3976
a3403,b2488,c1656,d2348
a990,b391,c1386,d2055
a3571,b2123,c3080,d1533
a2678,b3141,c371,d3255
a3261,b3639,c870,d4173
a1300,b1808,c425,d3290
a1119,b3109,c2040,d1667
a663,b1515,c2427,d3281
a3964,b1780,c703,d1886
a2048,b2193,c2307,d1132
a1443,b1061,c3819,d3567
a2876,b131,c1515,d4313
a1068,b1139,c4514,d1509
a1351,b3635,c1540,d1899
a4494,b713,c192,d3917
a604,b1257,c2742,d574
a4487,b3304,c3845,d2894
a1547,b1134,c3194,d2484
a2046,b502,c1961,d1755
a2310,b566,c2710,d1558
a3525,b2240,c2901,d2492
a4164,b1821,c1914,d2416
a2870,b93,c1003,d1114
a2341,b491,c1812,d2249
a4097,b2542,c3716,d488
a3417,b1315,c2381,d1584
a4065,b400,c101,d699
a1751,b1117,c2830,d1992
a188,b920,c727,d3564
a467,b3537,c3093,d2299
a2888,b3382,c4628,d769
a3054,b3,c3372,d185
a2029,b2944,c1502,d4244
a3329,b2213,c1608,d433
a4409,b1266,c1519,d3702
a3098,b3547,c2161,d2128
a816,b1914,c1563,d4038
a3229,b775,c249,d1235
a2527,b3100,c3516,d294
a790,b1754,c3051,d1401
a3507,b1499,c1832,d4237
a1699,b2724,c847,d727
a892,b1391,c966,d1858
a270,b2410,c1316,d3841
a2411,b3256,c3279,d4206
a2194,b2182,c1060,d1308
a553,b279,c4470,d647
a2639,b605,c872,d1552
a4782,b2876,c3142,d3058
a1656,b3658,c448,d902
a3927,b33,c3840,d889
a893,b1559,c1871,d2377
a4531,b1224,c3230,d4154
a3499,b1303,c4052,d1141
a2404,b256,c4581,d185
a3445,b2216,c2993,d153
a196,b3002,c3767,d562
a2747,b2931,c3571,d962
a2227,b3398,c574,d2554
a4353,b1922,c2769,d736
a643,b1923,c2887,d4078
a3334,b2813,c482,d1295
a2333,b1792,c2112,d3240
a2819,b1700,c520,d1742
a4700,b1162,c2179,d2810
a4179,b2580,c3169,d1267
a3606,b2175,c3478,d1209
a4797,b1487,c1978,d1295
a1727,b694,c1242,d794
a507,b1918,c4347,d3934
a1047,b631,c3638,d1147
a959,b2526,c175,d3450
a2780,b2158,c1774,d999
a4736,b3125,c4604,d4180
a348,b339,c3954,d2194
a328,b2109,c4142,d4355
a3201,b680,c875,d771
a3139,b3334,c3677,d3981
a2548,b69,c814,d3208
a933,b578,c1028,d2553
a430,b1628,c3416,d3380
a665,b409,c2291,d1055
a1402,b1440,c829,d827
a2974,b3778,c1800,d2257
a742,b395,c4577,d3192
a3495,b1599,c179,d1724
a2468,b2289,c4172,d3031
a1035,b1024,c3203,d946
a63,b332,c4687,d2040
a3539,b1919,c52,d3992
a2822,b2202,c4207,d1148
a4627,b3522,c1817,d3818
a1830,b2065,c2293,d624
a2903,b2617,c2954,d3345
a2559,b2860,c1534,d1292
a2579,b900,c2345,d4122
a2395,b2259,c172,d4247
a1290,b527,c2007,d2084
a3511,b592,c2950,d464
a743,b901,c3569,d3711
a4058,b3365,c4069,d1061
a2209,b2395,c2122,d2394
a4256,b432,c3538,d2313
a2726,b1827,c1140,d4015
a4467,b1627,c4302,d2141
a669,b1314,c4537,d3724
a2748,b428,c1657,d2195
a2821,b164,c171,d4072
a1307,b2285,c1685,d1142
a2520,b2209,c3579,d3955
a3080,b1438,c3346,d3700
a3458,b514,c2019,d760
a4197,b1019,c3431,d4148
a4199,b3240,c3353,d583
a3919,b2413,c788,d4357
a4295,b2976,c2287,d1137
a3973,b389,c2028,d2736
a1107,b3500,c505,d4151
a4506,b1820,c4016,d734
a667,b1831,c1787,d2647
a2771,b2111,c2741,d3739
a156,b842,c3320,d4376
a2177,b2845,c3516,d2363
a4416,b1587,c3311,d1335
a1244,b1443,c1233,d3804
a4893,b50,c1045,d99
a1352,b2233,c3304,d1252
a1570,b887,c4220,d1116
a4772,b1611,c2149,d3526
a1163,b3037,c1164,d2295
a1581,b517,c2643,d4415
a3252,b1380,c1955,d1956
a4401,b2324,c4773,d1517
a2676,b2404,c1392,d256
a2327,b3154,c3521,d302
a1538,b388,c975,d1993
a1407,b3318,c1793,d2784
a4251,b3136,c3793,d3744
a1523,b1481,c145,d326
a3282,b2196,c4713,d920
a4263,b3715,c3565,d2471
a3515,b2754,c3031,d2757
a1043,b3324,c2831,d1922
